,security_name,industry_sector,id_isin,crncy
EQQU LN Equity,Invesco EQQQ Nasdaq-100 UCITS,Funds,IE0032077012,USD
EQQQ FP Equity,Invesco EQQQ Nasdaq-100 UCITS,Funds,IE0032077012,EUR
EQAC SW Equity,Invesco EQQQ Nasdaq-100 UCITS,Funds,IE00BFZXGZ54,USD
EQAC IM Equity,Invesco EQQQ Nasdaq-100 UCITS,Funds,IE00BFZXGZ54,EUR
VTV US Equity,Vanguard Value ETF,Funds,US9229087443,USD
IWR US Equity,iShares Russell Mid-Cap ETF,Funds,US4642874998,USD
IWM US Equity,iShares Russell 2000 ETF,Funds,US4642876555,USD
EDMU GY Equity,iShares MSCI USA ESG Enhanced,Funds,IE00BHZPJ908,EUR
EDMU SW Equity,iShares MSCI USA ESG Enhanced,Funds,IE00BHZPJ908,USD
OM3L GY Equity,iShares MSCI USA ESG Enhanced,Funds,IE00BHZPJ890,EUR
EEDG LN Equity,iShares MSCI USA ESG Enhanced,Funds,IE00BHZPJ890,GBP
ESGU US Equity,iShares ESG Aware MSCI USA ETF,Funds,US46435G4257,USD
SUSL US Equity,iShares ESG MSCI USA Leaders E,Funds,US46435U2188,USD
RSP US Equity,Invesco S&P 500 Equal Weight E,Funds,US46137V3574,USD
MVEU LN Equity,iShares Edge MSCI Europe Minim,Funds,IE00B86MWN23,EUR
IMV LN Equity,iShares Edge MSCI Europe Minim,Funds,IE00B86MWN23,GBp
EUN0 GY Equity,iShares Edge MSCI Europe Minim,Funds,IE00B86MWN23,EUR
MVEU SW Equity,iShares Edge MSCI Europe Minim,Funds,IE00B86MWN23,CHF
MVEU IM Equity,iShares Edge MSCI Europe Minim,Funds,IE00B86MWN23,EUR
IMVU LN Equity,iShares Edge MSCI Europe Minim,Funds,IE00B86MWN23,USD
MVED LN Equity,iShares Edge MSCI Europe Minim,Funds,IE00BG13YK79,EUR
EUN2 GR Equity,iShares Core EURO STOXX 50 UCI,Funds,IE0008471009,EUR
EUNE SW Equity,iShares Core EURO STOXX 50 UCI,Funds,IE0008471009,CHF
EUE LN Equity,iShares Core EURO STOXX 50 UCI,Funds,IE0008471009,GBp
EUE IM Equity,iShares Core EURO STOXX 50 UCI,Funds,IE0008471009,EUR
SX5EEX GY Equity,iShares Core EURO STOXX 50 UCI,Funds,DE0005933956,EUR
SX5EEX SW Equity,iShares Core EURO STOXX 50 UCI,Funds,DE0005933956,EUR
HEZU US Equity,iShares Currency Hedged MSCI E,Funds,US46434V6395,USD
ISF LN Equity,iShares plc - iShares Core FTS,Funds,IE0005042456,GBp
ISF IM Equity,iShares plc - iShares Core FTS,Funds,IE0005042456,EUR
ISF SW Equity,iShares plc - iShares Core FTS,Funds,IE0005042456,CHF
IUSZ GY Equity,iShares plc - iShares Core FTS,Funds,IE0005042456,EUR
ISFU LN Equity,iShares plc - iShares Core FTS,Funds,IE0005042456,USD
ISFD LN Equity,iShares plc - iShares Core FTS,Funds,IE00BYZ28W67,USD
ISFD SW Equity,iShares plc - iShares Core FTS,Funds,IE00BYZ28W67,USD
DAXEX GR Equity,iShares Core DAX UCITS ETF DE,Funds,DE0005933931,EUR
DAXEX IM Equity,iShares Core DAX UCITS ETF DE,Funds,DE0005933931,EUR
DAXEX SW Equity,iShares Core DAX UCITS ETF DE,Funds,DE0005933931,CHF
IMIB LN Equity,iShares FTSE MIB UCITS ETF EUR,Funds,IE00B1XNH568,GBp
LYXIB SM Equity,AMUNDI IBEX 35 UCITS ETF,Funds,FR0010251744,EUR
EWP US Equity,iShares MSCI Spain ETF,Funds,US4642867646,USD
EDM6 GY Equity,iShares MSCI Europe ESG Enhanc,Funds,IE00BHZPJ783,EUR
EDM6 SW Equity,iShares MSCI Europe ESG Enhanc,Funds,IE00BHZPJ783,EUR
EMNU GY Equity,iShares MSCI Europe ESG Enhanc,Funds,IE00BHZPJ676,EUR
EEUD LN Equity,iShares MSCI Europe ESG Enhanc,Funds,IE00BHZPJ676,GBP
EFA US Equity,iShares MSCI EAFE ETF,Funds,US4642874659,USD
HEFA US Equity,iShares Currency Hedged MSCI E,Funds,US46434V8037,USD
ESGD US Equity,iShares ESG Aware MSCI EAFE ET,Funds,US46435G5163,USD
DMXF US Equity,iShares ESG Advanced MSCI EAFE,Funds,US46436E7590,USD
1591 JP Equity,NEXT FUNDS JPX-Nikkei Index 40,Funds,JP3047670009,JPY
1321 JP Equity,NEXT FUNDS Nikkei 225 Exchange,Funds,JP3027650005,JPY
1306 JP Equity,NEXT FUNDS TOPIX Exchange Trad,Funds,JP3027630007,JPY
DXJ US Equity,WisdomTree Japan Hedged Equity,Funds,US97717W8516,USD
IJPD LN Equity,iShares MSCI Japan USD Hedged,Funds,IE00BCLWRG39,USD
IJPD SW Equity,iShares MSCI Japan USD Hedged,Funds,IE00BCLWRG39,USD
IJPE LN Equity,iShares MSCI Japan EUR Hedged,Funds,IE00B42Z5J44,EUR
IBCG GY Equity,iShares MSCI Japan EUR Hedged,Funds,IE00B42Z5J44,EUR
IJPE IM Equity,iShares MSCI Japan EUR Hedged,Funds,IE00B42Z5J44,EUR
IJPE SW Equity,iShares MSCI Japan EUR Hedged,Funds,IE00B42Z5J44,EUR
EDMJ SE Equity,iShares MSCI Japan ESG Enhance,Funds,IE00BHZPJ452,USD
EDMJ GY Equity,iShares MSCI Japan ESG Enhance,Funds,IE00BHZPJ452,EUR
EDMJ SW Equity,iShares MSCI Japan ESG Enhance,Funds,IE00BHZPJ452,USD
EEJD LN Equity,iShares MSCI Japan ESG Enhance,Funds,IE00BHZPJ346,USD
EMNJ GY Equity,iShares MSCI Japan ESG Enhance,Funds,IE00BHZPJ346,EUR
EEJG LN Equity,iShares MSCI Japan ESG Enhance,Funds,IE00BHZPJ346,GBP
IFFF LN Equity,iShares plc - iShares MSCI AC,Funds,IE00B0M63730,GBp
IQQF GY Equity,iShares plc - iShares MSCI AC,Funds,IE00B0M63730,EUR
IFFF IM Equity,iShares plc - iShares MSCI AC,Funds,IE00B0M63730,EUR
IFFF SW Equity,iShares plc - iShares MSCI AC,Funds,IE00B0M63730,USD
IDFF LN Equity,iShares plc - iShares MSCI AC,Funds,IE00B0M63730,USD
EEMV US Equity,iShares MSCI Emerging Markets,Funds,US4642865335,USD
VWO US Equity,Vanguard FTSE Emerging Markets,Funds,US9220428588,USD
EEM US Equity,iShares MSCI Emerging Markets,Funds,US4642872349,USD
EDM2 GY Equity,iShares MSCI EM ESG Enhanced U,Funds,IE00BHZPJ239,EUR
EDG2 LN Equity,iShares MSCI EM ESG Enhanced U,Funds,IE00BHZPJ239,GBP
EDM2 SW Equity,iShares MSCI EM ESG Enhanced U,Funds,IE00BHZPJ239,USD
EEDM LN Equity,iShares MSCI EM ESG Enhanced U,Funds,IE00BHZPJ122,USD
EGDM LN Equity,iShares MSCI EM ESG Enhanced U,Funds,IE00BHZPJ122,GBP
ESGE US Equity,iShares ESG Aware MSCI EM ETF,Funds,US46434G8630,USD
STW AU Equity,SPDR S&P/ASX 200 Fund,Funds,AU000000STW9,AUD
3188 HK Equity,ChinaAMC ETF Series - ChinaAMC,Funds,HK0000123577,HKD
83188 HK Equity,ChinaAMC ETF Series - ChinaAMC,Funds,HK0000110269,CNY
2828 HK Equity,Hang Seng Investment Index Fun,Funds,HK2828013055,HKD
FXI US Equity,iShares China Large-Cap ETF,Funds,US4642871846,USD
2801 HK Equity,iShares Asia Trust - iShares C,Funds,HK2801040828,HKD
2822 HK Equity,CSOP FTSE China A50 ETF,Funds,HK0000127412,HKD
82822 HK Equity,CSOP FTSE China A50 ETF,Funds,HK0000112307,CNY
2823 HK Equity,iShares FTSE China A50 ETF,Funds,HK2823028546,HKD
82823 HK Equity,iShares FTSE China A50 ETF,Funds,HK0000343787,CNY
2800 HK Equity,Tracker Fund of Hong Kong Ltd,Funds,HK2800008867,HKD
EWH US Equity,iShares MSCI Hong Kong ETF,Funds,US4642868719,USD
VNM US Equity,VanEck Vietnam ETF,Funds,US92189F8178,USD
EWT US Equity,iShares MSCI Taiwan ETF,Funds,US46434G7723,USD
EWY US Equity,iShares MSCI South Korea ETF,Funds,US4642867729,USD
EWM US Equity,iShares MSCI Malaysia ETF,Funds,US46434G8143,USD
THD US Equity,iShares MSCI Thailand ETF,Funds,US4642866242,USD
INDA US Equity,iShares MSCI India ETF,Funds,US46429B5984,USD
EWW US Equity,iShares MSCI Mexico ETF,Funds,US4642868222,USD
EWZ US Equity,iShares MSCI Brazil ETF,Funds,US4642864007,USD
IXJ US Equity,iShares Global Healthcare ETF,Funds,US4642873255,USD
XLV US Equity,Health Care Select Sector SPDR,Funds,US81369Y2090,USD
IBB US Equity,iShares Biotechnology ETF,Funds,US4642875565,USD
SBIO LN Equity,Invesco NASDAQ Biotech UCITS E,Funds,IE00BQ70R696,USD
SBIO SW Equity,Invesco NASDAQ Biotech UCITS E,Funds,IE00BQ70R696,USD
NBTK GR Equity,Invesco NASDAQ Biotech UCITS E,Funds,IE00BQ70R696,EUR
SBIO IM Equity,Invesco NASDAQ Biotech UCITS E,Funds,IE00BQ70R696,EUR
XBI US Equity,SPDR S&P Biotech ETF,Funds,US78464A8707,USD
XLK US Equity,Technology Select Sector SPDR,Funds,US81369Y8030,USD
3033 HK Equity,CSOP Hang Seng Tech Index ETF,Funds,HK0000642568,HKD
HACK US Equity,Amplify Cybersecurity ETF,Funds,US0321086649,USD
IXG US Equity,iShares Global Financials ETF,Funds,US4642873339,USD
KBE US Equity,SPDR S&P Bank ETF,Funds,US78464A7972,USD
XLF US Equity,Financial Select Sector SPDR F,Funds,US81369Y6059,USD
KRE US Equity,SPDR S&P Regional Banking ETF,Funds,US78464A6982,USD
SX7EEX GR Equity,iShares EURO STOXX Banks 30-15,Funds,DE0006289309,EUR
EXX1 GY Equity,iShares EURO STOXX Banks 30-15,Funds,DE0006289309,EUR
SX7EEX SW Equity,iShares EURO STOXX Banks 30-15,Funds,DE0006289309,EUR
XLP US Equity,Consumer Staples Select Sector,Funds,US81369Y3080,USD
XLC US Equity,Communication Services Select,Funds,US81369Y8527,USD
XLY US Equity,Consumer Discretionary Select,Funds,US81369Y4070,USD
IYC US Equity,iShares U.S. Consumer Discreti,Funds,US4642875805,USD
XHB US Equity,SPDR S&P Homebuilders ETF,Funds,US78464A8889,USD
IXP US Equity,iShares Global Comm Services E,Funds,US4642872752,USD
XLU US Equity,Utilities Select Sector SPDR F,Funds,US81369Y8865,USD
XLI US Equity,Industrial Select Sector SPDR,Funds,US81369Y7040,USD
IND FP Equity,Amundi STOXX Europe 600 Indust,Funds,LU1834987890,EUR
INDG IM Equity,Amundi STOXX Europe 600 Indust,Funds,LU1834987890,EUR
LIGS GY Equity,Amundi STOXX Europe 600 Indust,Funds,LU1834987890,EUR
INDU GY Equity,Amundi STOXX Europe 600 Indust,Funds,LU2082997789,EUR
INGS SW Equity,Amundi STOXX Europe 600 Indust,Funds,LU2082997789,CHF
XLE US Equity,Energy Select Sector SPDR Fund,Funds,US81369Y5069,USD
XOP US Equity,SPDR S&P Oil & Gas Exploration,Funds,US78468R5569,USD
GDX US Equity,VanEck Gold Miners ETF/USA,Funds,US92189F1066,USD
GDX AU Equity,VanEck Gold Miners ETF,Funds,AU000000GDX6,AUD
ICLN US Equity,iShares Global Clean Energy ET,Funds,US4642882249,USD
XLB US Equity,Materials Select Sector SPDR F,Funds,US81369Y1001,USD
VNQ US Equity,Vanguard Real Estate ETF,Funds,US9229085538,USD
XLRE US Equity,Real Estate Select Sector SPDR,Funds,US81369Y8600,USD
IASP LN Equity,iShares Asia Property Yield UC,Funds,IE00B1FZS244,GBp
IDAR LN Equity,iShares Asia Property Yield UC,Funds,IE00B1FZS244,USD
IQQ4 GY Equity,iShares Asia Property Yield UC,Funds,IE00B1FZS244,EUR
IASP IM Equity,iShares Asia Property Yield UC,Funds,IE00B1FZS244,EUR
IASP SW Equity,iShares Asia Property Yield UC,Funds,IE00B1FZS244,USD
AYEP GY Equity,iShares Asia Property Yield UC,Funds,IE00BGDPWV87,EUR
SHY US Equity,iShares 1-3 Year Treasury Bond,Funds,US4642874576,USD
IEI US Equity,iShares 3-7 Year Treasury Bond,Funds,US4642886612,USD
IBTS LN Equity,iShares USD Treasury Bond 1-3y,Funds,IE00B14X4S71,GBP
IUSU GY Equity,iShares USD Treasury Bond 1-3y,Funds,IE00B14X4S71,EUR
IDBT LN Equity,iShares USD Treasury Bond 1-3y,Funds,IE00B14X4S71,USD
IBTS IM Equity,iShares USD Treasury Bond 1-3y,Funds,IE00B14X4S71,EUR
IBTS SW Equity,iShares USD Treasury Bond 1-3y,Funds,IE00B14X4S71,USD
IBTM LN Equity,iShares USD Treasury Bond 7-10,Funds,IE00B1FZS798,GBP
IDTM LN Equity,iShares USD Treasury Bond 7-10,Funds,IE00B1FZS798,USD
IUSM GY Equity,iShares USD Treasury Bond 7-10,Funds,IE00B1FZS798,EUR
IBTM IM Equity,iShares USD Treasury Bond 7-10,Funds,IE00B1FZS798,EUR
IBTM SW Equity,iShares USD Treasury Bond 7-10,Funds,IE00B1FZS798,USD
TLT US Equity,iShares 20+ Year Treasury Bond,Funds,US4642874329,USD
IBTL LN Equity,iShares USD Treasury Bond 20+y,Funds,IE00BSKRJZ44,GBp
IDTL LN Equity,iShares USD Treasury Bond 20+y,Funds,IE00BSKRJZ44,USD
IS04 GY Equity,iShares USD Treasury Bond 20+y,Funds,IE00BSKRJZ44,EUR
IDTL SW Equity,iShares USD Treasury Bond 20+y,Funds,IE00BSKRJZ44,USD
DTLA LN Equity,iShares USD Treasury Bond 20+y,Funds,IE00BFM6TC58,USD
DTLE LN Equity,iShares USD Treasury Bond 20+y,Funds,IE00BD8PGZ49,EUR
IDTG LN Equity,iShares USD Treasury Bond 20+y,Funds,IE00BK5MT033,GBP
DTLC SW Equity,iShares USD Treasury Bond 20+y,Funds,IE00BD8PH067,CHF
EUNH GY Equity,iShares Core EUR Govt Bond UCI,Funds,IE00B4WXJJ64,EUR
IMBS LN Equity,iShares US Mortgage Backed Sec,Funds,IE00BZ6V7883,USD
IGSD LN Equity,iShares USD Short Duration Cor,Funds,IE00BCRY5Y77,GBP
IS3J GY Equity,iShares USD Short Duration Cor,Funds,IE00BCRY5Y77,EUR
SDIG LN Equity,iShares USD Short Duration Cor,Funds,IE00BCRY5Y77,USD
SDIG SW Equity,iShares USD Short Duration Cor,Funds,IE00BCRY5Y77,CHF
LQDE LN Equity,iShares USD Corp Bond UCITS ET,Funds,IE0032895942,USD
IBCD GY Equity,iShares USD Corp Bond UCITS ET,Funds,IE0032895942,EUR
LQDE IM Equity,iShares USD Corp Bond UCITS ET,Funds,IE0032895942,EUR
LQDE SW Equity,iShares USD Corp Bond UCITS ET,Funds,IE0032895942,USD
LQDS LN Equity,iShares USD Corp Bond UCITS ET,Funds,IE0032895942,GBp
IEAC LN Equity,iShares Core EUR Corp Bond UCI,Funds,IE00B3F81R35,EUR
IEBC LN Equity,iShares Core EUR Corp Bond UCI,Funds,IE00B3F81R35,GBP
EUN5 GY Equity,iShares Core EUR Corp Bond UCI,Funds,IE00B3F81R35,EUR
IEAC IM Equity,iShares Core EUR Corp Bond UCI,Funds,IE00B3F81R35,EUR
IEAC SW Equity,iShares Core EUR Corp Bond UCI,Funds,IE00B3F81R35,CHF
CHCORP SW Equity,iShares Core CHF Corporate Bon,Funds,CH0226976816,CHF
SLXX LN Equity,iShares Core GBP Corp Bond UCI,Funds,IE00B00FV011,GBP
SLXX SW Equity,iShares Core GBP Corp Bond UCI,Funds,IE00B00FV011,GBP
SUSU LN Equity,iShares USD Corp Bond 0-3yr ES,Funds,IE00BZ048579,USD
SNAV GY Equity,iShares USD Corp Bond 0-3yr ES,Funds,IE00BZ048579,EUR
SUSU SE Equity,iShares USD Corp Bond 0-3yr ES,Funds,IE00BZ048579,USD
IHYU LN Equity,iShares USD High Yield Corp Bo,Funds,IE00B4PY7Y77,USD
SHYU LN Equity,iShares USD High Yield Corp Bo,Funds,IE00B4PY7Y77,GBP
IHYU SW Equity,iShares USD High Yield Corp Bo,Funds,IE00B4PY7Y77,CHF
IS0R GY Equity,iShares USD High Yield Corp Bo,Funds,IE00B4PY7Y77,EUR
IHYU IM Equity,iShares USD High Yield Corp Bo,Funds,IE00B4PY7Y77,EUR
IHYG LN Equity,iShares EUR High Yield Corp Bo,Funds,IE00B66F4759,EUR
SHYG LN Equity,iShares EUR High Yield Corp Bo,Funds,IE00B66F4759,GBP
EUNW GY Equity,iShares EUR High Yield Corp Bo,Funds,IE00B66F4759,EUR
IHYG IM Equity,iShares EUR High Yield Corp Bo,Funds,IE00B66F4759,EUR
IHYG SW Equity,iShares EUR High Yield Corp Bo,Funds,IE00B66F4759,CHF
EHYA SW Equity,iShares EUR High Yield Corp Bo,Funds,IE00BJK55C48,EUR
2821 HK Equity,ABF PAN ASIA BOND INDEX FUND,Funds,SG9999002026,USD
1349 JP Equity,ABF PAN ASIA BOND INDEX FUND,Funds,SG9999002026,JPY
AJAC SP Equity,iShares J.P. Morgan USD Asia C,Funds,SG2D32970329,USD
AHYG SP Equity,iShares USD Asia High Yield Bo,Funds,SG2D83975482,USD
BGRN US Equity,iShares USD Green Bond ETF,Funds,US46435U4408,USD
IEMB LN Equity,iShares J.P. Morgan USD EM Bon,Funds,IE00B2NPKV68,USD
SEMB LN Equity,iShares J.P. Morgan USD EM Bon,Funds,IE00B2NPKV68,GBp
EEMB LN Equity,iShares J.P. Morgan USD EM Bon,Funds,IE00B2NPKV68,EUR
IUS7 GY Equity,iShares J.P. Morgan USD EM Bon,Funds,IE00B2NPKV68,EUR
IEMB IM Equity,iShares J.P. Morgan USD EM Bon,Funds,IE00B2NPKV68,EUR
IEMB SW Equity,iShares J.P. Morgan USD EM Bon,Funds,IE00B2NPKV68,USD
EMES LN Equity,iShares JP Morgan ESG USD EM B,Funds,IE00BDDRDW15,USD
36B1 GY Equity,iShares JP Morgan ESG USD EM B,Funds,IE00BDDRDW15,EUR
EMES SW Equity,iShares JP Morgan ESG USD EM B,Funds,IE00BDDRDW15,USD
SYBM GY Equity,SPDR Bloomberg Emerging Market,Funds,IE00B4613386,EUR
EMDL LN Equity,SPDR Bloomberg Emerging Market,Funds,IE00B4613386,GBP
EMDD LN Equity,SPDR Bloomberg Emerging Market,Funds,IE00B4613386,USD
EMLD FP Equity,SPDR Bloomberg Emerging Market,Funds,IE00B4613386,EUR
EMDL SE Equity,SPDR Bloomberg Emerging Market,Funds,IE00B4613386,CHF
EMLD IM Equity,SPDR Bloomberg Emerging Market,Funds,IE00B4613386,EUR
SPFD GY Equity,SPDR Bloomberg Emerging Market,Funds,IE00BK8JH525,EUR
EMDE IM Equity,SPDR Bloomberg Emerging Market,Funds,IE00BK8JH525,EUR
SPFA GY Equity,SPDR Bloomberg Emerging Market,Funds,IE00BFWFPY67,EUR
EMDA SE Equity,SPDR Bloomberg Emerging Market,Funds,IE00BFWFPY67,CHF
CWB US Equity,SPDR Bloomberg Convertible Sec,Funds,US78464A3591,USD
EGIL LN Equity,iShares Global Inflation Linke,Funds,IE00B3B8PX14,EUR
IGIL LN Equity,iShares Global Inflation Linke,Funds,IE00B3B8PX14,USD
SGIL LN Equity,iShares Global Inflation Linke,Funds,IE00B3B8PX14,GBP
IUS5 GY Equity,iShares Global Inflation Linke,Funds,IE00B3B8PX14,EUR
IGIL SW Equity,iShares Global Inflation Linke,Funds,IE00B3B8PX14,USD
TIP US Equity,iShares TIPS Bond ETF,Funds,US4642871762,USD
INFU FP Equity,Amundi US Inflation Expectatio,Funds,LU1390062831,EUR
INFU IM Equity,Amundi US Inflation Expectatio,Funds,LU1390062831,EUR
INFU LN Equity,Amundi US Inflation Expectatio,Funds,LU1390062831,USD
INFU SW Equity,Amundi US Inflation Expectatio,Funds,LU1390062831,USD
UINF GY Equity,Amundi US Inflation Expectatio,Funds,LU1390062831,EUR
INFG LN Equity,Amundi US Inflation Expectatio,Funds,LU1390062831,GBp
ENCO LN Equity,L&G Multi-Strategy Enhanced Co,Funds,IE00BFXR6159,USD
AIGA LN Equity,WisdomTree Agriculture,Funds,GB00B15KYH63,USD
AIGI LN Equity,WisdomTree Industrial Metals,Funds,GB00B15KYG56,USD
PPLT US Equity,abrdn Physical Platinum Shares,Funds,US0032601066,USD
VZLD GR Equity,WisdomTree Physical Gold,Funds,JE00B1VS3770,EUR
PHAU LN Equity,WisdomTree Physical Gold,Funds,JE00B1VS3770,USD
1672 JP Equity,WisdomTree Physical Gold,Funds,JE00B1VS3770,JPY
PHAU IM Equity,WisdomTree Physical Gold,Funds,JE00B1VS3770,EUR
PHGP LN Equity,WisdomTree Physical Gold,Funds,JE00B1VS3770,GBp
JBGOUA SW Equity,Swisscanto ETF Precious Metal,Funds,CH0044781141,USD
GLD US Equity,SPDR Gold Shares,Funds,US78463V1070,USD
GLD SP Equity,SPDR Gold Shares,Funds,US78463V1070,USD
2840 HK Equity,SPDR Gold Shares,Funds,US78463V1070,HKD
1326 JP Equity,SPDR Gold Shares,Funds,US78463V1070,JPY
ZGLD SW Equity,ZKB Gold ETF,Funds,CH0139101593,CHF
SLV US Equity,iShares Silver Trust,Funds,US46428Q1094,USD
CRUD LN Equity,WisdomTree WTI Crude Oil,Funds,GB00B15KXV33,USD
1690 JP Equity,WisdomTree WTI Crude Oil,Funds,GB00B15KXV33,JPY
CRUD IM Equity,WisdomTree WTI Crude Oil,Funds,GB00B15KXV33,EUR
CRUDN MM Equity,WisdomTree WTI Crude Oil,Funds,GB00B15KXV33,MXN
CRUDP FP Equity,WisdomTree WTI Crude Oil,Funds,GB00B15KXV33,EUR
OD7F GR Equity,WisdomTree WTI Crude Oil,Funds,GB00B15KXV33,EUR
BRNT LN Equity,WisdomTree Brent Crude Oil,Funds,JE00B78CGV99,USD
BRNG LN Equity,WisdomTree Brent Crude Oil,Funds,JE00B78CGV99,GBp
BRNT FP Equity,WisdomTree Brent Crude Oil,Funds,JE00B78CGV99,EUR
BRNT IM Equity,WisdomTree Brent Crude Oil,Funds,JE00B78CGV99,EUR
OOEA GR Equity,WisdomTree Brent Crude Oil,Funds,JE00B78CGV99,EUR
SH US Equity,ProShares Short S&P500,Funds,US74347B4251,USD
SSO US Equity,ProShares Ultra S&P500,Funds,US74347R1077,USD
SDS US Equity,ProShares UltraShort S&P500,Funds,US74347G4165,USD
DOG US Equity,ProShares Short Dow30,Funds,US74347B2354,USD
PSQ US Equity,ProShares Short QQQ,Funds,US74349Y8378,USD
XSSX GR Equity,Xtrackers Euro Stoxx 50 Short,Funds,LU0292106753,EUR
XSSX GY Equity,Xtrackers Euro Stoxx 50 Short,Funds,LU0292106753,EUR
XSSX IM Equity,Xtrackers Euro Stoxx 50 Short,Funds,LU0292106753,EUR
XSSX LN Equity,Xtrackers Euro Stoxx 50 Short,Funds,LU0292106753,GBp
XSSX BW Equity,Xtrackers Euro Stoxx 50 Short,Funds,LU0292106753,CHF
TBT US Equity,ProShares UltraShort 20+ Year,Funds,US74347B2016,USD
